url,file_raw,file_main,processing,univariate,frequency,comment,access_date,download_status,processing_status,hash_raw,hash_main
http://www.gks.ru/free_doc/new_site/prices/potr/I_ipc.xlsx,i_ipc.xlsx,i_ipc.csv,convert_i_ipc_xlsx,TRUE,12,Monthly chained CPI from Russian Statistical Agency,2020-09-12,success,success,9eb24c4a3aec114045f6f2b8323f1e57,da32c8fd5d0e278aa54b4f163416dce7
http://www.gks.ru/free_doc/new_site/vvp/kv/tab5a.xls,tab5a.xls,tab5a.csv,convert_tab5a_xls,TRUE,4,Gross domestic product quarterly current prices,2020-09-12,success,success,3489b4955c67340c55e80976de6d3ebd,3e805c587c5a653dbd5e8497016bfb34
http://www.gks.ru/free_doc/new_site/vvp/kv/tab9a.xls,tab9a.xls,tab9a.csv,convert_tab9a_xls,TRUE,4,Deflator index in percent to the previous quarter,2020-09-12,success,success,faf0e1808d7fbc58e6cc435ce3990a19,dd8c49d7583d19c1c609a8c4dcc3260b
http://www.gks.ru/free_doc/new_site/vvp/kv/tab9.xls,tab9.xls,tab9.csv,convert_tab9_xls,TRUE,4,Deflator index in percent to the previous quarter early data,2020-09-12,success,success,77b735f84e1b848187c18c36d45b2a7a,897658a5564c67c0ce6e3fbfce4959ff
http://www.gks.ru/free_doc/new_site/vvp/kv/tab6b.xls,tab6b.xls,tab6b.csv,convert_tab6b_xls,TRUE,4,Gross domestic product quarterly 2016 prices,2020-09-12,success,success,d5e3d088d3bd2b1225e083e717f361b2,165c87f4dde99027f663f8a9f857d722
http://www.cbr.ru/hd_base/mkr/mkr_monthes/,lendrate.html,lendrate.csv,convert_lendrate,FALSE,12,Monthly lending rate multiple duration periods,2020-09-12,success,success,6c4c9e59a17a669a4200bbebb8f76239,8028c12cbd49ac089044147019e8791d
http://www.gks.ru/free_doc/new_site/population/urov/urov_12kv.doc,urov_12kv.doc,urov_12kv.csv,convert_urov_12kv_doc,FALSE,12,Real disposable income percentage to previous period and to same month of previous year,2020-09-12,success,success,8ffc6cc247d1106e64e3d6a3671d8c87,be3d011f6b396ab27295c625ab63a1f9
http://www.gks.ru/bgd/regl/b18_02/IssWWW.exe/Stg/d010/1-08.doc,1-08.doc,1-08.csv,convert_1_nn_doc,TRUE,12,Agricultural index,2020-09-12,success,success,603bfcc199bffafbe0269afa0524449b,d9ca2213d426832918763d18a69eacd1
http://www.gks.ru/bgd/regl/b18_02/IssWWW.exe/Stg/d010/1-03.doc,1-03.doc,1-03.csv,convert_1_nn_doc,TRUE,12,Construction,2020-09-12,success,success,79f38760795ceb8ede4e0e69eca6c508,2520ec52fe3b4023dd233edc8333b7ee
http://www.gks.ru/bgd/regl/b18_02/IssWWW.exe/Stg/d010/1-11.doc,1-11.doc,1-11.csv,convert_1_nn_doc,TRUE,12,Budget,2020-09-12,success,success,eed1162ebe3fa98840e42b8e7da35db5,4b468a809ac85aa617fa3d4f06a2076d
http://www.cbr.ru/vfs/statistics/credit_statistics/M2-M2_SA.xlsx,m2-m2_sa.xlsx,m2-m2_sa.csv,convert_m2_m2_sa_xlsx,TRUE,12,Seasonally adjusted M2,2020-09-12,success,success,9df7c0788335cb56b4cef95eeb455629,fa14eaad48b2895c3894a47d770b2e73
http://www.cbr.ru/hd_base/mrrf/mrrf_m/,reserves.html,reserves.csv,convert_reserves,FALSE,12,Reserves data from cbr,2020-09-12,success,success,489a173222c1c769538cda5a6d088118,042d849334c7bfa06dc74453f81b26c1
http://www.gks.ru/storage/mediabank/ind_okved2(1).xlsx,ind_okved2.xlsx,ind_okved2.csv,convert_ind_okved2_xlsx,FALSE,,Industrial production index,2020-09-12,success,"Error : Evaluation error: zip файл 'D:\Research\Kassandra\data\raw\2020-09-12\ind_okved2.xlsx' не может быть открыт.
",f5fdf62b1fccc1b12b47e05b6b193e5d,
https://www.cbr.ru/vfs/statistics/credit_statistics/trade/trade.xls,trade.xls,trade.csv,convert_trade_xls,FALSE,12,Trade statistics,2020-09-12,success,success,1b3aec0a7627d8faed7b9f4bbee78e8e,93ef9c40674bde9796ee9d4084d412d0
http://www.gks.ru/bgd/regl/b19_02/IssWWW.exe/Stg/d010/1-06-0.xlsx,1-06-0.xlsx,invest.csv,convert_1_06_0_xlsx,TRUE,4,Fixed capital investment,2020-09-12,success,success,77bc0e03ffede902111dc075117d26ce,66fa8c29bfa1400de8d15e030ba72eb1
"","",exchangerate.csv,parse_exchangerate,TRUE,,Exchange rate from cbr,2020-09-12,,success,,d3164d9fb0928f4041b0c8956e6b902e
https://gks.ru/storage/mediabank/ind-baza-2018.xlsx,ind_baza_2018.xlsx,ind_baza_2018.csv,convert_ind_baza_2018_xlsx,FALSE,,"Industrial production index, new edition, base year = 2018",2020-09-12,success,"Error : Evaluation error: zip файл 'D:\Research\Kassandra\data\raw\2020-09-12\ind_baza_2018.xlsx' не может быть открыт.
",f5fdf62b1fccc1b12b47e05b6b193e5d,
