url,file_raw,file_main,processing,univariate,frequency,comment,access_date,download_status,processing_status,hash_raw,hash_main
http://www.gks.ru/free_doc/new_site/prices/potr/I_ipc.xlsx,i_ipc.xlsx,i_ipc.csv,convert_i_ipc_xlsx,TRUE,12,Monthly chained CPI from Russian Statistical Agency,2019-10-02,success,"Error : Evaluation error: zip file 'D:\Research\Kassandra\data\raw\2019-10-02\i_ipc.xlsx' cannot be opened.
",cd2e0e43980a00fb6a2742d3afd803b8,
http://www.gks.ru/free_doc/new_site/vvp/kv/tab5a.xls,tab5a.xls,tab5a.csv,convert_tab5a_xls,TRUE,4,Gross domestic product quarterly current prices,2019-10-02,success,"Error : 
  filepath: D:\Research\Kassandra\data\raw\2019-10-02\tab5a.xls
  libxls error: Unable to open file
",cd2e0e43980a00fb6a2742d3afd803b8,
http://www.gks.ru/free_doc/new_site/vvp/kv/tab9a.xls,tab9a.xls,tab9a.csv,convert_tab9a_xls,TRUE,4,Deflator index in percent to the previous quarter,2019-10-02,success,"Error : 
  filepath: D:\Research\Kassandra\data\raw\2019-10-02\tab9a.xls
  libxls error: Unable to open file
",cd2e0e43980a00fb6a2742d3afd803b8,
http://www.gks.ru/free_doc/new_site/vvp/kv/tab9.xls,tab9.xls,tab9.csv,convert_tab9_xls,TRUE,4,Deflator index in percent to the previous quarter early data,2019-10-02,success,"Error : 
  filepath: D:\Research\Kassandra\data\raw\2019-10-02\tab9.xls
  libxls error: Unable to open file
",cd2e0e43980a00fb6a2742d3afd803b8,
http://www.gks.ru/free_doc/new_site/vvp/kv/tab6b.xls,tab6b.xls,tab6b.csv,convert_tab6b_xls,TRUE,4,Gross domestic product quarterly 2016 prices,2019-10-02,success,"Error : 
  filepath: D:\Research\Kassandra\data\raw\2019-10-02\tab6b.xls
  libxls error: Unable to open file
",cd2e0e43980a00fb6a2742d3afd803b8,
http://www.cbr.ru/hd_base/mkr/mkr_monthes/,lendrate.html,lendrate.csv,convert_lendrate,FALSE,12,Monthly lending rate multiple duration periods,2019-10-02,success,success,ef3dbd21fe9e3b7968a2ef6e9803373a,115f00e1567f9ebb29511646f7559fa8
http://www.gks.ru/free_doc/new_site/population/urov/urov_12kv.doc,urov_12kv.doc,urov_12kv.csv,convert_urov_12kv_doc,FALSE,12,Real disposable income percentage to previous period and to same month of previous year,2019-10-02,success,"Error : 'tbl_number' is invalid.
",cd2e0e43980a00fb6a2742d3afd803b8,
http://www.gks.ru/bgd/regl/b18_02/IssWWW.exe/Stg/d010/1-08.doc,1-08.doc,1-08.csv,convert_1_nn_doc,TRUE,12,Agricultural index,2019-10-02,success,"Error : 'tbl_number' is invalid.
",cd2e0e43980a00fb6a2742d3afd803b8,
http://www.gks.ru/bgd/regl/b18_02/IssWWW.exe/Stg/d010/1-03.doc,1-03.doc,1-03.csv,convert_1_nn_doc,TRUE,12,Construction,2019-10-02,success,"Error : 'tbl_number' is invalid.
",cd2e0e43980a00fb6a2742d3afd803b8,
http://www.gks.ru/bgd/regl/b18_02/IssWWW.exe/Stg/d010/1-11.doc,1-11.doc,1-11.csv,convert_1_nn_doc,TRUE,12,Budget,2019-10-02,success,"Error : 'tbl_number' is invalid.
",cd2e0e43980a00fb6a2742d3afd803b8,
http://www.cbr.ru/vfs/statistics/credit_statistics/M2-M2_SA.xlsx,m2-m2_sa.xlsx,m2-m2_sa.csv,convert_m2_m2_sa_xlsx,TRUE,12,Seasonally adjusted M2,2019-10-02,success,success,ddc34ee229728ac866b7b17bc3eff889,b1c107a410fbfcc4bf89b0e022d5d500
http://www.cbr.ru/hd_base/mrrf/mrrf_m/,reserves.html,reserves.csv,convert_reserves,FALSE,12,Reserves data from cbr,2019-10-02,success,success,eb0901bc5126e50ed8b405f25fe127b2,e9f85d281adbeaa2fb2bdaf98f410ba9
,,exchangerate.csv,parse_exchangerate,TRUE,,Exchange rate from cbr,2019-10-02,,success,,c28f2d9b3656919aefac3803a24b7c10
http://www.gks.ru/free_doc/new_site/business/prom/ind_okved2.xlsx,ind_okved2.xlsx,ind_okved2.csv,convert_ind_okved2_xlsx,FALSE,,Industrial production index,2019-10-02,success,"Error : Evaluation error: zip file 'D:\Research\Kassandra\data\raw\2019-10-02\ind_okved2.xlsx' cannot be opened.
",cd2e0e43980a00fb6a2742d3afd803b8,
https://www.cbr.ru/vfs/statistics/credit_statistics/trade/trade.xls,trade.xls,trade.csv,convert_trade_xls,FALSE,12,Trade statistics,2019-10-02,success,"Error : The `gather` argument of `as_tsibble()` is deprecated as of tsibble 0.8.0.
Please use the `pivot_longer` argument instead.
",6f0e8471c040bacb4528ac9f37fc0e3d,
http://www.gks.ru/bgd/regl/b19_02/IssWWW.exe/Stg/d010/1-06-0.xlsx,1-06-0.xlsx,invest.csv,convert_invest_xlsx,TRUE,4,Fixed capital investment,2019-10-02,success,"Error : Evaluation error: zip file 'D:\Research\Kassandra\data\raw\2019-10-02\1-06-0.xlsx' cannot be opened.
",cd2e0e43980a00fb6a2742d3afd803b8,
