url,file_raw,file_main,processing,univariate,frequency,comment,access_date,download_status,processing_status,hash_raw,hash_main
http://www.gks.ru/free_doc/new_site/prices/potr/I_ipc.xlsx,i_ipc.xlsx,i_ipc.csv,convert_i_ipc_xlsx,TRUE,12,Monthly chained CPI from Russian Statistical Agency,2019-07-10,success,success,ff32b04b4c6da03d975fd258f7eeca4a,9c80a8602b5d601d8f341e3a123361c5
http://www.gks.ru/free_doc/new_site/vvp/kv/tab5a.xls,tab5a.xls,tab5a.csv,convert_tab5a_xls,TRUE,4,Gross domestic product quarterly current prices,2019-07-10,success,success,fac4939c19e20431e570890296ffdd22,e98a9ab706a357a5911ac7975fcba150
http://www.gks.ru/free_doc/new_site/vvp/kv/tab9a.xls,tab9a.xls,tab9a.csv,convert_tab9a_xls,TRUE,4,Deflator index in percent to the previous quarter,2019-07-10,success,success,0ca6d8e3809a45e592fbad28ddfb7442,7582c443573876cf09b3f950fcc07694
http://www.gks.ru/free_doc/new_site/vvp/kv/tab9.xls,tab9.xls,tab9.csv,convert_tab9_xls,TRUE,4,Deflator index in percent to the previous quarter early data,2019-07-10,success,success,77b735f84e1b848187c18c36d45b2a7a,5865935a82f160385d1812365032c1d3
http://www.gks.ru/free_doc/new_site/vvp/kv/tab6b.xls,tab6b.xls,tab6b.csv,convert_tab6b_xls,TRUE,4,Gross domestic product quarterly 2016 prices,2019-07-10,success,success,8c26766abf6379bdf19f3481603c3319,830894899854458a8119b1df401aa8e8
http://www.cbr.ru/hd_base/mkr/mkr_monthes/,lendrate.html,lendrate.csv,convert_lendrate,FALSE,12,Monthly lending rate multiple duration periods,2019-07-10,success,success,7604f88226ee58bac9a93f08f2cdd540,baa2be9efd52962c7cb8e37b7ac96204
http://www.gks.ru/free_doc/new_site/population/urov/urov_12kv.doc,urov_12kv.doc,urov_12kv.csv,convert_urov_12kv_doc,FALSE,12,Real disposable income percentage to previous period and to same month of previous year,2019-07-10,success,success,8ffc6cc247d1106e64e3d6a3671d8c87,c1eb8c93612580f558937da48794aa68
http://www.gks.ru/bgd/regl/b18_02/IssWWW.exe/Stg/d010/1-08.doc,1-08.doc,1-08.csv,convert_1_nn_doc,TRUE,12,Agricultural index,2019-07-10,success,success,603bfcc199bffafbe0269afa0524449b,b8f623275f6d9c698e2843d197402cbd
http://www.gks.ru/bgd/regl/b18_02/IssWWW.exe/Stg/d010/1-03.doc,1-03.doc,1-03.csv,convert_1_nn_doc,TRUE,12,Construction,2019-07-10,success,success,79f38760795ceb8ede4e0e69eca6c508,3285dc721c8662d188a62fda449a858a
http://www.gks.ru/bgd/regl/b18_02/IssWWW.exe/Stg/d010/1-11.doc,1-11.doc,1-11.csv,convert_1_nn_doc,TRUE,12,Budget,2019-07-10,success,success,eed1162ebe3fa98840e42b8e7da35db5,26fd2cecd05d8e0e0022d0bed5c3b924
http://www.cbr.ru/vfs/statistics/credit_statistics/M2-M2_SA.xlsx,m2-m2_sa.xlsx,m2-m2_sa.csv,convert_m2_m2_sa_xlsx,TRUE,12,Seasonally adjusted M2,2019-07-10,success,success,5e13d241e53c056ed1aa183d458116c6,6eb9313e25c4989c2ae1937c4b0d5bf4
http://www.cbr.ru/hd_base/mrrf/mrrf_m/,reserves.html,reserves.csv,convert_reserves,FALSE,12,Reserves data from cbr,2019-07-10,success,success,c61d985412ac682acb013078c0c944f8,de0d18342bbdc8e5d9535ecaf43be109
,,exchangerate.csv,parse_exchangerate,TRUE,,Exchange rate from cbr,2019-07-10,,success,,c7d385de3f164f8111221b78af358f09
http://www.gks.ru/free_doc/new_site/business/prom/ind_okved2.xlsx,ind_okved2.xlsx,ind_okved2.csv,convert_ind_okved2_xlsx,FALSE,,Industrial production index,2019-07-10,success,success,a1b3bc09a6812ba42992bfc17e6e29cc,6f60154d0ab1bd0711fca6f490d3fda2
https://www.cbr.ru/vfs/statistics/credit_statistics/trade/trade.xls,trade.xls,trade.csv,convert_trade_xls,FALSE,12,Trade statistics,2019-07-10,success,success,cefa43f5639e77d978b843f57d8b4a5a,112266f6affc626006d95e4eab8fdecb
http://www.gks.ru/bgd/regl/b19_02/IssWWW.exe/Stg/d010/1-06-0.xlsx,1-06-0.xlsx,invest.csv,convert_invest_xlsx,TRUE,4,Fixed capital investment,2019-07-10,success,success,641f289990dd88605ddb49a2c2285911,784c3ec334d46216f64eb21f784be380
